dont_email,dont_call,occupation,received_free_copy,total_site_visit,total_time_spend_on_site,avg_page_view_per_visit,converted
No,No,Unemployed,Yes,6.0,288.0,3.0,0
No,No,Unemployed,Yes,4.0,74.0,2.0,0
No,No,Unemployed,Yes,3.0,181.0,3.0,1
No,No,Unemployed,No,2.0,1453.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,3.0,46.0,3.0,0
No,No,Unemployed,Yes,0.0,0.0,0.0,1
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,5.0,362.0,5.0,0
No,No,Unemployed,No,3.0,1154.0,1.0,1
No,No,Unemployed,No,4.0,79.0,4.0,0
No,No,Unemployed,No,6.0,1049.0,3.0,1
Yes,No,Unemployed,Yes,5.0,82.0,5.0,0
No,No,Unemployed,Yes,3.0,29.0,3.0,0
No,No,Unemployed,Yes,9.0,986.0,9.0,1
Yes,No,Unemployed,Yes,55.0,297.0,55.0,0
Yes,No,Unemployed,Yes,2.0,260.0,2.0,0
No,No,Unemployed,No,5.0,432.0,5.0,0
No,No,Unemployed,No,3.0,88.0,3.0,0
No,No,Student,Yes,3.0,1353.0,3.0,1
No,No,Unemployed,Yes,3.0,1321.0,1.5,1
Yes,No,Unemployed,Yes,2.0,368.0,2.0,0
No,No,Unemployed,No,2.0,138.0,2.0,0
No,No,Working Professional,Yes,6.0,23.0,6.0,1
No,No,Unemployed,Yes,7.0,1273.0,7.0,1
No,No,Unemployed,Yes,6.0,1218.0,3.0,1
No,No,Unemployed,Yes,2.0,1517.0,2.0,0
No,No,Unemployed,No,6.0,101.0,6.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,3.5977173233270796,417.0,2.465630081300813,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,10.0,1343.0,2.5,1
No,No,Unemployed,No,5.0,199.0,5.0,0
No,No,Unemployed,Yes,9.0,491.0,4.5,0
No,No,Unemployed,No,3.0,273.0,3.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
Yes,No,Unemployed,Yes,3.0,803.0,3.0,1
No,No,Unemployed,No,7.0,313.0,7.0,0
No,No,Unemployed,Yes,2.0,349.0,2.0,0
No,No,Unemployed,No,5.0,1885.0,1.67,1
No,No,Unemployed,Yes,9.0,296.0,9.0,0
No,No,Unemployed,No,6.0,329.0,3.0,1
No,No,Unemployed,No,6.0,373.0,6.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,1.0,1362.0,1.0,1
No,No,Unemployed,No,2.0,1290.0,2.0,1
No,No,Working Professional,Yes,2.0,973.0,2.0,1
No,No,Unemployed,No,4.0,152.0,4.0,0
No,No,Unemployed,No,4.0,932.0,2.0,1
No,No,Unemployed,Yes,2.0,319.0,1.0,0
No,No,Unemployed,No,6.0,1975.0,6.0,1
Yes,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,11.0,4.0,11.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Working Professional,Yes,2.0,1579.0,2.0,1
No,No,Unemployed,No,4.0,331.0,4.0,0
No,No,Unemployed,Yes,15.0,1205.0,3.75,1
No,No,Unemployed,No,3.5977173233270796,532.0,2.465630081300813,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,2.0,461.0,2.0,0
No,No,Unemployed,No,5.0,208.0,5.0,0
No,No,Unemployed,No,2.0,279.0,2.0,0
No,No,Unemployed,No,3.0,847.0,3.0,0
No,No,Working Professional,Yes,7.0,1478.0,2.33,1
No,No,Unemployed,Yes,9.0,191.0,1.5,0
No,No,Unemployed,Yes,2.0,293.0,2.0,0
No,No,Unemployed,Yes,4.0,282.0,1.33,0
No,No,Unemployed,No,9.0,69.0,4.5,0
No,No,Unemployed,No,5.0,1224.0,5.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,8.0,1484.0,8.0,1
No,No,Unemployed,Yes,2.0,1449.0,2.0,1
No,No,Unemployed,No,6.0,224.0,6.0,0
No,No,Unemployed,No,4.0,441.0,4.0,0
No,No,Working Professional,No,3.5977173233270796,158.0,2.465630081300813,1
No,No,Unemployed,No,7.0,1516.0,3.5,1
No,No,Unemployed,Yes,8.0,1268.0,4.0,1
No,No,Unemployed,No,4.0,282.0,4.0,0
No,No,Unemployed,Yes,15.0,1603.0,15.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,3.0,74.0,3.0,0
No,No,Unemployed,Yes,17.0,1103.0,4.25,0
No,No,Unemployed,Yes,4.0,1017.0,4.0,0
No,No,Unemployed,Yes,2.0,6.0,2.0,0
No,No,Unemployed,No,10.0,575.0,3.33,1
No,No,Unemployed,No,3.0,330.0,1.5,0
No,No,Unemployed,No,5.0,444.0,5.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,9.0,805.0,2.25,1
No,No,Unemployed,Yes,2.0,1486.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,2.0,7.0,2.0,0
No,No,Unemployed,No,4.0,331.0,1.33,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,4.0,1065.0,4.0,0
No,No,Unemployed,No,3.0,911.0,3.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,3.5977173233270796,1113.0,2.465630081300813,1
No,No,Unemployed,Yes,6.0,14.0,3.0,0
No,No,Working Professional,Yes,5.0,269.0,5.0,1
No,No,Unemployed,No,8.0,393.0,2.0,0
No,No,Working Professional,No,4.0,245.0,4.0,0
No,No,Unemployed,Yes,5.0,745.0,5.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,2.0,291.0,1.0,0
No,No,Unemployed,Yes,3.0,1500.0,3.0,1
No,No,Unemployed,Yes,8.0,186.0,8.0,0
No,No,Unemployed,No,4.0,1261.0,4.0,1
No,No,Unemployed,Yes,21.0,1885.0,3.5,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Working Professional,No,5.0,576.0,5.0,1
No,No,Unemployed,No,2.0,205.0,2.0,0
No,No,Unemployed,Yes,3.0,540.0,1.5,0
No,No,Unemployed,No,1.0,139.0,1.0,0
No,No,Unemployed,No,4.0,416.0,4.0,0
No,No,Unemployed,No,8.0,501.0,2.67,0
No,No,Unemployed,No,4.0,98.0,4.0,0
No,No,Unemployed,No,3.0,279.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Working Professional,Yes,5.0,1665.0,5.0,1
No,No,Unemployed,Yes,5.0,345.0,2.5,0
No,No,Unemployed,Yes,3.0,1589.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Working Professional,No,4.0,417.0,4.0,1
No,No,Unemployed,No,3.5977173233270796,785.0,2.465630081300813,1
No,No,Unemployed,No,7.0,1524.0,1.4,1
No,No,Unemployed,No,6.0,1225.0,6.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,5.0,31.0,5.0,0
No,No,Unemployed,No,3.0,18.0,3.0,0
No,No,Working Professional,No,3.0,887.0,1.0,1
No,No,Unemployed,Yes,9.0,1562.0,3.0,1
No,No,Unemployed,No,1.0,32.0,1.0,0
No,No,Unemployed,Yes,3.0,1492.0,1.5,1
No,No,Unemployed,Yes,3.0,301.0,3.0,1
Yes,No,Unemployed,Yes,2.0,1438.0,2.0,0
Yes,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,2.0,1326.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,4.0,28.0,4.0,0
No,No,Unemployed,No,3.0,156.0,3.0,0
No,No,Unemployed,No,5.0,1027.0,5.0,0
No,No,Unemployed,Yes,5.0,67.0,5.0,0
No,No,Unemployed,No,8.0,69.0,2.67,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,3.0,34.0,3.0,0
No,No,Working Professional,No,4.0,1264.0,4.0,0
Yes,No,Working Professional,No,3.0,434.0,1.5,0
No,No,Unemployed,No,2.0,1595.0,2.0,0
No,No,Working Professional,No,6.0,1094.0,2.0,1
No,No,Unemployed,No,16.0,1253.0,3.2,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,9.0,102.0,3.0,0
No,No,Unemployed,Yes,2.0,1319.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,6.0,973.0,6.0,0
No,No,Unemployed,No,6.0,240.0,6.0,0
No,No,Unemployed,No,5.0,252.0,5.0,1
No,No,Unemployed,Yes,1.0,127.0,1.0,0
No,No,Unemployed,No,12.0,247.0,2.4,0
No,No,Unemployed,No,3.0,220.0,3.0,1
No,No,Working Professional,No,0.0,0.0,0.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,8.0,718.0,2.0,1
No,No,Unemployed,Yes,5.0,1978.0,5.0,1
No,No,Unemployed,Yes,2.0,343.0,2.0,0
No,No,Unemployed,Yes,14.0,545.0,7.0,0
No,No,Unemployed,No,4.0,287.0,2.0,0
Yes,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Working Professional,No,3.0,31.0,3.0,1
No,No,Unemployed,No,2.0,1041.0,2.0,1
No,No,Unemployed,No,5.0,406.0,5.0,0
No,No,Unemployed,Yes,5.0,1406.0,2.5,1
No,No,Unemployed,No,4.0,26.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,10.0,556.0,5.0,1
No,No,Unemployed,Yes,4.0,281.0,4.0,1
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Working Professional,No,5.0,22.0,5.0,1
No,No,Working Professional,No,3.0,783.0,3.0,0
No,No,Student,Yes,4.0,646.0,2.0,1
No,No,Unemployed,No,2.0,1240.0,1.0,1
Yes,No,Unemployed,Yes,5.0,210.0,2.5,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,3.0,341.0,3.0,0
No,No,Unemployed,No,10.0,257.0,2.5,1
No,No,Unemployed,No,5.0,789.0,5.0,1
No,No,Unemployed,Yes,12.0,48.0,3.0,0
No,No,Working Professional,No,5.0,1209.0,5.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Working Professional,No,2.0,426.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
Yes,No,Unemployed,Yes,2.0,185.0,2.0,0
Yes,No,Unemployed,No,5.0,777.0,5.0,1
No,No,Unemployed,No,3.0,393.0,3.0,0
No,No,Unemployed,Yes,4.0,1388.0,4.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,5.0,31.0,5.0,0
No,No,Unemployed,No,3.0,328.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,13.0,86.0,6.5,1
No,No,Working Professional,No,3.5977173233270796,1028.0,2.465630081300813,0
No,No,Unemployed,Yes,3.0,291.0,1.5,0
No,No,Student,Yes,4.0,913.0,4.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,5.0,663.0,5.0,0
No,No,Working Professional,No,7.0,1721.0,3.5,1
No,No,Unemployed,Yes,2.0,430.0,2.0,1
No,No,Working Professional,No,7.0,1001.0,7.0,1
No,No,Unemployed,No,3.0,663.0,3.0,0
No,No,Unemployed,Yes,2.0,33.0,2.0,1
No,No,Unemployed,Yes,9.0,78.0,9.0,0
Yes,No,Unemployed,No,5.0,1021.0,5.0,0
No,No,Unemployed,Yes,3.0,191.0,3.0,1
No,No,Unemployed,Yes,3.0,1087.0,1.5,1
No,No,Unemployed,No,4.0,30.0,2.0,1
No,No,Unemployed,No,7.0,136.0,7.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,3.0,95.0,3.0,0
No,No,Unemployed,No,2.0,217.0,2.0,0
No,No,Student,Yes,3.0,26.0,3.0,0
No,No,Unemployed,No,4.0,1172.0,4.0,1
No,No,Unemployed,No,6.0,324.0,3.0,0
No,No,Unemployed,No,9.0,176.0,3.0,0
No,No,Unemployed,Yes,5.0,568.0,2.5,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,4.0,610.0,4.0,1
No,No,Unemployed,Yes,2.0,547.0,2.0,0
No,No,Unemployed,No,6.0,128.0,3.0,0
No,No,Unemployed,No,2.0,1582.0,2.0,1
No,No,Working Professional,No,0.0,0.0,0.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,2.0,189.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Student,No,2.0,579.0,1.0,0
No,No,Student,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,3.0,1441.0,3.0,1
No,No,Unemployed,No,3.0,98.0,3.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,5.0,1387.0,1.67,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,4.0,22.0,4.0,0
No,No,Working Professional,No,3.5977173233270796,1447.0,2.465630081300813,1
Yes,No,Unemployed,Yes,1.0,485.0,1.0,0
No,No,Unemployed,Yes,30.0,68.0,10.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Working Professional,Yes,3.0,620.0,1.5,1
No,No,Working Professional,Yes,5.0,1455.0,5.0,1
No,No,Unemployed,No,5.0,248.0,2.5,0
No,No,Unemployed,No,6.0,1317.0,6.0,1
No,No,Unemployed,No,4.0,685.0,4.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
Yes,No,Unemployed,No,4.0,132.0,4.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,2.0,1349.0,2.0,1
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,5.0,814.0,5.0,1
No,No,Working Professional,Yes,4.0,300.0,2.0,1
No,No,Unemployed,Yes,1.0,165.0,1.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Working Professional,No,2.0,1416.0,1.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
Yes,No,Unemployed,Yes,2.0,122.0,2.0,0
No,No,Unemployed,Yes,3.0,181.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,3.0,205.0,3.0,1
No,No,Unemployed,Yes,11.0,823.0,3.67,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,3.0,240.0,3.0,0
No,No,Working Professional,Yes,5.0,1383.0,5.0,1
No,No,Unemployed,No,2.0,279.0,2.0,0
No,No,Unemployed,No,6.0,1315.0,6.0,1
No,No,Unemployed,No,3.0,1031.0,1.5,0
No,No,Unemployed,Yes,3.0,747.0,3.0,0
No,No,Unemployed,No,2.0,232.0,2.0,0
No,No,Unemployed,No,8.0,14.0,8.0,0
No,No,Unemployed,Yes,15.0,1053.0,5.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,2.0,1208.0,2.0,1
No,No,Unemployed,Yes,7.0,168.0,3.5,0
No,No,Unemployed,No,2.0,139.0,2.0,0
No,No,Unemployed,No,2.0,1704.0,2.0,1
No,No,Working Professional,No,3.0,1742.0,3.0,1
No,No,Unemployed,Yes,4.0,213.0,4.0,0
No,No,Unemployed,No,3.0,165.0,3.0,0
No,No,Student,No,12.0,796.0,6.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Student,No,4.0,388.0,4.0,0
No,No,Unemployed,Yes,6.0,1137.0,1.5,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,3.0,283.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Working Professional,No,3.0,1129.0,3.0,1
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,2.0,96.0,2.0,0
No,No,Unemployed,Yes,1.0,1459.0,1.0,1
No,No,Unemployed,No,3.0,246.0,3.0,0
No,No,Unemployed,No,6.0,263.0,1.2,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,5.0,1445.0,5.0,1
Yes,No,Unemployed,No,2.0,210.0,2.0,0
No,No,Unemployed,Yes,4.0,3.0,4.0,0
No,No,Working Professional,No,3.0,1557.0,3.0,1
No,No,Unemployed,Yes,4.0,1463.0,2.0,0
Yes,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,5.0,1062.0,5.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,6.0,1162.0,6.0,1
No,No,Unemployed,No,3.5977173233270796,1476.0,2.465630081300813,1
Yes,No,Unemployed,No,2.0,191.0,2.0,0
No,No,Unemployed,Yes,5.0,157.0,5.0,0
No,No,Unemployed,Yes,2.0,1083.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
Yes,No,Unemployed,Yes,5.0,154.0,5.0,0
Yes,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Student,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,4.0,1409.0,4.0,0
Yes,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,2.0,315.0,2.0,0
No,No,Unemployed,No,8.0,51.0,4.0,0
No,No,Working Professional,No,2.0,187.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,9.0,42.0,4.5,1
No,Yes,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,2.0,82.0,2.0,0
No,No,Unemployed,Yes,2.0,91.0,2.0,0
No,No,Unemployed,Yes,2.0,1201.0,2.0,0
No,No,Unemployed,Yes,3.0,57.0,3.0,0
No,No,Unemployed,Yes,4.0,5.0,4.0,0
No,No,Unemployed,No,3.0,1160.0,3.0,1
No,No,Unemployed,Yes,4.0,973.0,1.33,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,2.0,77.0,2.0,0
No,No,Unemployed,No,3.0,1137.0,1.5,1
No,No,Unemployed,No,2.0,969.0,1.0,1
No,No,Unemployed,No,3.0,1009.0,3.0,1
No,No,Unemployed,Yes,6.0,326.0,6.0,0
No,No,Unemployed,No,6.0,74.0,3.0,0
No,No,Unemployed,Yes,2.0,739.0,2.0,0
No,No,Unemployed,No,4.0,679.0,4.0,0
No,No,Unemployed,No,3.0,49.0,1.5,0
Yes,No,Unemployed,Yes,1.0,60.0,1.0,0
No,No,Working Professional,No,2.0,682.0,2.0,1
No,No,Unemployed,Yes,3.0,317.0,1.5,1
No,No,Working Professional,No,3.0,578.0,3.0,1
No,No,Working Professional,No,0.0,0.0,0.0,1
Yes,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,2.0,1020.0,1.0,1
No,No,Unemployed,No,1.0,790.0,1.0,1
No,No,Unemployed,No,3.0,926.0,3.0,1
No,No,Unemployed,No,2.0,70.0,1.0,0
No,No,Unemployed,Yes,5.0,164.0,5.0,0
No,No,Unemployed,No,4.0,281.0,4.0,0
No,No,Unemployed,Yes,2.0,24.0,2.0,0
No,No,Unemployed,No,3.0,757.0,3.0,0
No,No,Unemployed,Yes,7.0,162.0,3.5,0
No,No,Unemployed,No,4.0,127.0,4.0,0
No,No,Unemployed,Yes,3.0,89.0,3.0,1
No,No,Unemployed,No,6.0,1400.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,2.0,246.0,2.0,0
No,No,Student,No,2.0,81.0,1.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,8.0,58.0,4.0,1
No,No,Student,No,3.5977173233270796,186.0,2.465630081300813,1
No,No,Student,Yes,5.0,1295.0,5.0,1
Yes,No,Student,No,2.0,30.0,2.0,0
No,No,Student,No,0.0,0.0,0.0,1
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,1.0,305.0,1.0,0
No,No,Unemployed,Yes,3.0,1292.0,3.0,1
No,No,Working Professional,No,3.5977173233270796,711.0,2.465630081300813,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Working Professional,Yes,4.0,281.0,4.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,8.0,367.0,2.67,0
No,No,Unemployed,Yes,4.0,436.0,4.0,0
No,No,Unemployed,Yes,1.0,335.0,1.0,0
No,No,Unemployed,No,4.0,1291.0,4.0,1
No,No,Unemployed,Yes,5.0,1099.0,2.5,0
No,No,Unemployed,No,5.0,176.0,2.5,0
No,No,Unemployed,No,0.0,0.0,0.0,1
Yes,No,Unemployed,Yes,3.0,223.0,1.5,0
No,No,Unemployed,No,1.0,198.0,1.0,0
No,No,Unemployed,No,6.0,919.0,6.0,1
No,No,Unemployed,Yes,2.0,133.0,2.0,0
No,No,Unemployed,No,3.0,1660.0,1.5,1
No,No,Unemployed,No,5.0,282.0,1.67,1
No,No,Unemployed,Yes,3.0,776.0,3.0,1
No,No,Unemployed,No,5.0,914.0,2.5,1
No,No,Unemployed,No,6.0,1026.0,6.0,0
Yes,No,Working Professional,No,4.0,1052.0,2.0,1
No,No,Working Professional,No,3.0,63.0,1.5,0
No,No,Unemployed,Yes,11.0,900.0,11.0,1
No,No,Unemployed,Yes,2.0,339.0,2.0,0
No,No,Unemployed,No,6.0,1377.0,6.0,1
No,No,Unemployed,No,2.0,144.0,2.0,0
No,No,Unemployed,No,2.0,806.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,1.0,42.0,1.0,1
No,No,Unemployed,No,2.0,1252.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,4.0,171.0,2.0,0
No,No,Unemployed,Yes,2.0,835.0,2.0,1
No,No,Unemployed,Yes,3.0,218.0,3.0,0
No,No,Unemployed,Yes,4.0,47.0,4.0,1
No,No,Student,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,6.0,379.0,2.0,0
No,No,Working Professional,No,7.0,1500.0,2.33,1
No,No,Unemployed,No,2.0,865.0,2.0,1
No,No,Unemployed,No,2.0,97.0,2.0,0
No,No,Unemployed,No,3.0,51.0,1.5,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Student,No,2.0,535.0,2.0,0
No,No,Unemployed,No,3.5977173233270796,345.0,2.465630081300813,0
No,No,Unemployed,Yes,2.0,1818.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Working Professional,No,2.0,1042.0,2.0,1
No,No,Unemployed,Yes,4.0,949.0,4.0,1
No,No,Unemployed,Yes,2.0,1328.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,2.0,1450.0,2.0,1
No,No,Unemployed,No,4.0,1149.0,2.0,0
No,No,Unemployed,No,4.0,1344.0,4.0,1
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,5.0,1653.0,5.0,1
No,No,Unemployed,No,6.0,274.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,3.0,338.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,3.0,62.0,3.0,1
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,6.0,178.0,3.0,0
No,No,Unemployed,No,10.0,144.0,5.0,0
No,No,Unemployed,No,4.0,285.0,4.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,2.0,198.0,2.0,0
No,No,Unemployed,Yes,7.0,74.0,3.5,0
No,No,Unemployed,Yes,9.0,283.0,9.0,0
No,No,Unemployed,Yes,6.0,277.0,2.0,0
No,No,Unemployed,No,3.0,423.0,3.0,1
No,No,Student,No,2.0,16.0,1.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,4.0,1225.0,4.0,1
No,No,Unemployed,Yes,7.0,247.0,1.75,1
No,No,Unemployed,Yes,18.0,237.0,2.25,0
No,No,Unemployed,No,5.0,1270.0,2.5,1
No,No,Unemployed,No,3.5977173233270796,346.0,2.465630081300813,1
No,No,Unemployed,Yes,1.0,384.0,1.0,0
No,No,Unemployed,Yes,2.0,737.0,2.0,0
No,No,Unemployed,No,3.0,159.0,3.0,0
No,No,Unemployed,No,2.0,177.0,2.0,0
No,No,Unemployed,No,6.0,138.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,14.0,1135.0,2.33,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,3.0,1099.0,1.5,1
No,No,Unemployed,No,4.0,1341.0,2.0,1
No,No,Unemployed,No,5.0,1136.0,2.5,0
No,No,Unemployed,Yes,11.0,115.0,5.5,1
Yes,No,Working Professional,No,0.0,0.0,0.0,0
No,No,Working Professional,Yes,7.0,1008.0,3.5,1
No,No,Unemployed,Yes,5.0,278.0,2.5,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,2.0,1227.0,1.0,1
Yes,No,Unemployed,No,1.0,233.0,1.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,3.0,179.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,4.0,349.0,4.0,0
No,No,Student,No,1.0,526.0,1.0,0
No,No,Unemployed,No,4.0,1266.0,4.0,1
No,No,Unemployed,No,5.0,168.0,2.5,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Student,No,0.0,0.0,0.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,2.0,167.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,4.0,262.0,4.0,1
No,No,Unemployed,Yes,7.0,1032.0,2.33,0
No,No,Unemployed,No,3.0,952.0,3.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,3.0,214.0,3.0,0
No,No,Unemployed,No,2.0,850.0,2.0,1
No,No,Unemployed,No,4.0,520.0,4.0,0
No,No,Unemployed,No,4.0,1640.0,4.0,1
No,No,Unemployed,No,12.0,1125.0,3.0,1
Yes,No,Unemployed,No,1.0,1759.0,1.0,0
No,No,Unemployed,No,2.0,1194.0,2.0,1
No,No,Unemployed,No,10.0,1360.0,5.0,1
No,No,Unemployed,Yes,6.0,114.0,6.0,0
No,No,Working Professional,No,2.0,997.0,2.0,1
No,No,Unemployed,No,2.0,402.0,2.0,0
No,No,Working Professional,Yes,6.0,1030.0,6.0,1
No,No,Unemployed,No,3.0,1493.0,3.0,1
